Species	TE	location	chr	length	len_proportion
Dsech	IGS	Contig183	U	225	0.9375
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	309	1.2875
Dsech	IGS	Contig183	U	239	0.995833333
Dsech	IGS	Contig183	U	231	0.9625
Dsech	IGS	Contig183	U	295	1.229166667
Dsech	IGS	Contig183	U	286	1.191666667
Dsech	IGS	Contig183	U	229	0.954166667
Dsech	IGS	Contig183	U	232	0.966666667
Dsech	IGS	Contig183	U	228	0.95
Dsech	IGS	Contig183	U	232	0.966666667
Dsech	IGS	Contig183	U	277	1.154166667
Dsech	IGS	Contig183	U	289	1.204166667
Dsech	IGS	Contig183	U	228	0.95
Dsech	IGS	Contig183	U	231	0.9625
Dsech	IGS	Contig183	U	231	0.9625
Dsech	IGS	Contig183	U	231	0.9625
Dsech	IGS	Contig183	U	236	0.983333333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	274	1.141666667
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	235	0.979166667
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	235	0.979166667
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	231	0.9625
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	236	0.983333333
Dsech	IGS	Contig183	U	232	0.966666667
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	235	0.979166667
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	303	1.2625
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	303	1.2625
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	228	0.95
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	235	0.979166667
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	235	0.979166667
Dsech	IGS	Contig183	U	232	0.966666667
Dsech	IGS	Contig183	U	301	1.254166667
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	235	0.979166667
Dsech	IGS	Contig183	U	299	1.245833333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	303	1.2625
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	304	1.266666667
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	233	0.970833333
Dsech	IGS	Contig183	U	303	1.2625
Dsech	IGS	Contig183	U	241	1.004166667
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	85	0.354166667
Dsech	IGS	Contig183	U	210	0.875
Dsech	IGS	Contig183	U	292	1.216666667
Dsech	IGS	Contig183	U	297	1.2375
Dsech	IGS	Contig183	U	293	1.220833333
Dsech	IGS	Contig183	U	230	0.958333333
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	297	1.2375
Dsech	IGS	Contig183	U	234	0.975
Dsech	IGS	Contig183	U	265	1.104166667
Dsech	IGS	Contig19	U	70	0.291666667
Dsech	IGS	Contig19	U	191	0.795833333
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	236	0.983333333
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	373	1.554166667
Dsech	IGS	Contig19	U	70	0.291666667
Dsech	IGS	Contig19	U	191	0.795833333
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	236	0.983333333
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	373	1.554166667
Dsech	IGS	Contig19	U	70	0.291666667
Dsech	IGS	Contig19	U	191	0.795833333
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	236	0.983333333
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	234	0.975
Dsech	IGS	Contig19	U	373	1.554166667
Dsech	IGS	Contig195	U	138	0.575
Dsech	IGS	Contig195	U	199	0.829166667
Dsech	IGS	Contig195	U	232	0.966666667
Dsech	IGS	Contig195	U	234	0.975
Dsech	IGS	Contig195	U	248	1.033333333
Dsech	IGS	Contig195	U	28	0.116666667
Dsech	IGS	Contig195	U	157	0.654166667
Dsech	IGS	Contig195	U	26	0.108333333
Dsech	IGS	Contig195	U	158	0.658333333
Dsech	IGS	Contig195	U	103	0.429166667
Dsech	IGS	Contig195	U	234	0.975
Dsech	IGS	Contig195	U	234	0.975
Dsech	IGS	Contig195	U	234	0.975
Dsech	IGS	Contig195	U	231	0.9625
Dsech	IGS	Contig195	U	87	0.3625
Dsech	IGS	Contig195	U	28	0.116666667
Dsech	IGS	Contig195	U	165	0.6875
Dsech	IGS	Contig195	U	232	0.966666667
Dsech	IGS	Contig195	U	234	0.975
Dsech	IGS	Contig195	U	26	0.108333333
Dsech	IGS	Contig195	U	158	0.658333333
Dsech	IGS	Contig195	U	181	0.754166667
Dsech	IGS	Contig195	U	26	0.108333333
Dsech	IGS	Contig195	U	150	0.625
Dsech	IGS	Contig195	U	181	0.754166667
Dsech	IGS	Contig195	U	26	0.108333333
Dsech	IGS	Contig195	U	210	0.875
Dsech	IGS	Contig195	U	42	0.175
Dsech	IGS	Contig195	U	73	0.304166667
Dsech	IGS	Contig195	U	28	0.116666667
Dsech	IGS	Contig195	U	73	0.304166667
Dsech	IGS	Contig195	U	28	0.116666667
Dsech	IGS	Contig2	U	94	0.391666667
Dsech	IGS	Contig2	U	226	0.941666667
Dsech	IGS	Contig2	U	235	0.979166667
Dsech	IGS	Contig2	U	231	0.9625
Dsech	IGS	Contig2	U	283	1.179166667
Dsech	IGS	Contig2	U	278	1.158333333
Dsech	IGS	Contig2	U	200	0.833333333
Dsech	IGS	Contig2	U	289	1.204166667
Dsech	IGS	Contig2	U	228	0.95
Dsech	IGS	Contig2	U	235	0.979166667
Dsech	IGS	Contig2	U	263	1.095833333
Dsech	IGS	Contig2	U	296	1.233333333
Dsech	IGS	Contig2	U	232	0.966666667
Dsech	IGS	Contig2	U	239	0.995833333
Dsech	IGS	Contig2	U	230	0.958333333
Dsech	IGS	Contig2	U	233	0.970833333
Dsech	IGS	Contig2	U	232	0.966666667
Dsech	IGS	Contig2	U	235	0.979166667
Dsech	IGS	Contig2	U	302	1.258333333
Dsech	IGS	Contig2	U	306	1.275
Dsech	IGS	Contig2	U	226	0.941666667
Dsech	IGS	Contig2	U	302	1.258333333
Dsech	IGS	Contig2	U	231	0.9625
Dsech	IGS	Contig2	U	131	0.545833333
Dsech	IGS	Contig20	U	373	1.554166667
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	233	0.970833333
Dsech	IGS	Contig20	U	236	0.983333333
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	191	0.795833333
Dsech	IGS	Contig20	U	28	0.116666667
Dsech	IGS	Contig20	U	165	0.6875
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	236	0.983333333
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	233	0.970833333
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	191	0.795833333
Dsech	IGS	Contig20	U	28	0.116666667
Dsech	IGS	Contig20	U	373	1.554166667
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	236	0.983333333
Dsech	IGS	Contig20	U	234	0.975
Dsech	IGS	Contig20	U	191	0.795833333
Dsech	IGS	Contig20	U	28	0.116666667
Dsech	IGS	Contig20	U	377	1.570833333
Dsech	IGS	Contig20	U	168	0.7
Dsech	IGS	Contig200	U	300	1.25
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	294	1.225
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	232	0.966666667
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	299	1.245833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	232	0.966666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	302	1.258333333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	260	1.083333333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	235	0.979166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	293	1.220833333
Dsech	IGS	Contig200	U	235	0.979166667
Dsech	IGS	Contig200	U	297	1.2375
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	260	1.083333333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	293	1.220833333
Dsech	IGS	Contig200	U	123	0.5125
Dsech	IGS	Contig200	U	63	0.2625
Dsech	IGS	Contig200	U	133	0.554166667
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	227	0.945833333
Dsech	IGS	Contig200	U	236	0.983333333
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	232	0.966666667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	232	0.966666667
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	304	1.266666667
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	122	0.508333333
Dsech	IGS	Contig200	U	126	0.525
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	235	0.979166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	238	0.991666667
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	115	0.479166667
Dsech	IGS	Contig200	U	130	0.541666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	304	1.266666667
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	232	0.966666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	129	0.5375
Dsech	IGS	Contig200	U	117	0.4875
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	228	0.95
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	264	1.1
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	299	1.245833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	235	0.979166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	302	1.258333333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	235	0.979166667
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	300	1.25
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	232	0.966666667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	235	0.979166667
Dsech	IGS	Contig200	U	266	1.108333333
Dsech	IGS	Contig200	U	301	1.254166667
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	299	1.245833333
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	230	0.958333333
Dsech	IGS	Contig200	U	237	0.9875
Dsech	IGS	Contig200	U	265	1.104166667
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	303	1.2625
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	298	1.241666667
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	231	0.9625
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	234	0.975
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
Dsech	IGS	Contig200	U	233	0.970833333
